x_coords,y_coords
4209.0,2397.0
4228.0,2406.0
4228.0,2406.0
4215.0,2396.0
4218.0,2395.0
4220.0,2396.0
4224.0,2395.0
4226.0,2397.0
4226.0,2397.0
4215.0,2397.0
4214.0,2398.0
4213.0,2397.0
4214.0,2398.0
4214.0,2398.0
4214.0,2397.0
4215.0,2397.0
4217.0,2398.0
4216.0,2400.0
4216.0,2400.0
4217.0,2403.0
4217.0,2403.0
4218.0,2404.0
4219.0,2407.0
4219.0,2407.0
4220.0,2409.0
4220.0,2409.0
4219.0,2411.0
4221.0,2413.0
4221.0,2413.0
4220.0,2412.0
4214.0,2400.0
4222.0,2400.0
4222.0,2400.0
4212.0,2382.0
4294.0,2352.0
4307.0,2354.0
4313.0,2354.0
4297.0,2356.0
4278.0,2350.0
4276.0,2346.0
4286.0,2348.0
4286.0,2348.0
4274.0,2342.0
4282.0,2351.0
4298.0,2348.0
4298.0,2348.0
4297.0,2352.0
4297.0,2365.0
4297.0,2365.0
4313.0,2372.0
4321.0,2374.0
4319.0,2372.0
4319.0,2372.0
4316.0,2368.0
4309.0,2372.0
4314.0,2372.0
4310.0,2358.0
4310.0,2358.0
4289.0,2358.0
4296.0,2363.0
4300.0,2357.0
4302.0,2357.0
4302.0,2357.0
4300.0,2362.0
4318.0,2364.0
4325.0,2375.0
4325.0,2375.0
4326.0,2364.0
4321.0,2364.0
4323.0,2367.0
4323.0,2367.0
4325.0,2371.0
4320.0,2374.0
4329.0,2365.0
4329.0,2365.0
4324.0,2370.0
4325.0,2371.0
4325.0,2371.0
4326.0,2371.0
4317.0,2370.0
4318.0,2369.0
4319.0,2370.0
4319.0,2370.0
4322.0,2370.0
4323.0,2368.0
4323.0,2368.0
4324.0,2366.0
4323.0,2366.0
4325.0,2366.0
4326.0,2365.0
4326.0,2365.0
4327.0,2366.0
4328.0,2365.0
4329.0,2364.0
4328.0,2365.0
4328.0,2365.0
4328.0,2363.0
4327.0,2363.0
4326.0,2363.0
4326.0,2362.0
4326.0,2362.0
4326.0,2361.0
4325.0,2363.0
4325.0,2363.0
4325.0,2363.0
4326.0,2364.0
4327.0,2364.0
4328.0,2364.0
4328.0,2364.0
4329.0,2364.0
4329.0,2364.0
4330.0,2363.0
4328.0,2378.0
4328.0,2378.0
4978.0,2583.0
4987.0,2601.0
4992.0,2591.0
4992.0,2591.0
4984.0,2580.0
4978.0,2594.0
4982.0,2588.0
4982.0,2588.0
4976.0,2595.0
4978.0,2590.0
4990.0,2584.0
4977.0,2578.0
4992.0,2588.0
4987.0,2578.0
4987.0,2578.0
4978.0,2591.0
4978.0,2583.0
4978.0,2583.0
4978.0,2590.0
4959.0,2585.0
4959.0,2585.0
4961.0,2587.0
4955.0,2567.0
4951.0,2576.0
4954.0,2586.0
4954.0,2586.0
4954.0,2603.0
4954.0,2603.0
4959.0,2588.0
4964.0,2573.0
4961.0,2573.0
4960.0,2571.0
4960.0,2571.0
4960.0,2578.0
4967.0,2592.0
4979.0,2592.0
4989.0,2584.0
4989.0,2579.0
4989.0,2579.0
4988.0,2579.0
4982.0,2571.0
4982.0,2571.0
4994.0,2580.0
4968.0,2587.0
4968.0,2587.0
4984.0,2585.0
4973.0,2583.0
4962.0,2586.0
4974.0,2569.0
4974.0,2569.0
4979.0,2581.0
4963.0,2581.0
4951.0,2579.0
4957.0,2584.0
4951.0,2580.0
4962.0,2592.0
4956.0,2592.0
4956.0,2592.0
4964.0,2587.0
4949.0,2579.0
4947.0,2581.0
4947.0,2581.0
4963.0,2593.0
4975.0,2604.0
4974.0,2504.0
4966.0,2511.0
4976.0,2518.0
4976.0,2518.0
4957.0,2495.0
4987.0,2507.0
4987.0,2507.0
4988.0,2515.0
4989.0,2507.0
4987.0,2513.0
4983.0,2518.0
4985.0,2511.0
4985.0,2511.0
4989.0,2515.0
5288.0,2355.0
5286.0,2367.0
5286.0,2367.0
5294.0,2358.0
5307.0,2352.0
5298.0,2353.0
5288.0,2362.0
5288.0,2369.0
5288.0,2369.0
5296.0,2374.0
5284.0,2380.0
5290.0,2380.0
5290.0,2380.0
5289.0,2376.0
5299.0,2369.0
5291.0,2376.0
5288.0,2372.0
5288.0,2372.0
5292.0,2380.0
5283.0,2369.0
5275.0,2354.0
5278.0,2358.0
5278.0,2358.0
5296.0,2385.0
5294.0,2375.0
6138.0,2404.0
6148.0,2417.0
6148.0,2417.0
6133.0,2418.0
6149.0,2411.0
6150.0,2409.0
6150.0,2409.0
6152.0,2418.0
6112.0,2420.0
6130.0,2411.0
6130.0,2411.0
6136.0,2419.0
6126.0,2413.0
6118.0,2407.0
6118.0,2407.0
6144.0,2415.0
6145.0,2431.0
6145.0,2431.0
6145.0,2426.0
6148.0,2433.0
6154.0,2424.0
6151.0,2427.0
6151.0,2427.0
6148.0,2428.0
6138.0,2432.0
6135.0,2419.0
6135.0,2419.0
6148.0,2423.0
6150.0,2428.0
6154.0,2441.0
6150.0,2436.0
6146.0,2440.0
6146.0,2440.0
6144.0,2433.0
6151.0,2428.0
6155.0,2438.0
6155.0,2438.0
6154.0,2432.0
6156.0,2438.0
6161.0,2438.0
6161.0,2438.0
6165.0,2437.0
6157.0,2439.0
6152.0,2441.0
6152.0,2441.0
6136.0,2427.0
6140.0,2426.0
6144.0,2421.0
6153.0,2434.0
6153.0,2434.0
6143.0,2435.0
6133.0,2434.0
6132.0,2431.0
6126.0,2430.0
6126.0,2430.0
6123.0,2430.0
6130.0,2435.0
6148.0,2435.0
6148.0,2435.0
6159.0,2441.0
6161.0,2442.0
6161.0,2443.0
6161.0,2443.0
6156.0,2442.0
6146.0,2436.0
6143.0,2434.0
6143.0,2434.0
6141.0,2434.0
6139.0,2434.0
6139.0,2434.0
6138.0,2434.0
6135.0,2433.0
6134.0,2433.0
6132.0,2432.0
6132.0,2432.0
6129.0,2431.0
6142.0,2437.0
6144.0,2438.0
6149.0,2432.0
6733.0,2510.0
6733.0,2514.0
6727.0,2497.0
6727.0,2497.0
6726.0,2512.0
6719.0,2507.0
6722.0,2515.0
6722.0,2515.0
6711.0,2511.0
6716.0,2508.0
6715.0,2506.0
6712.0,2511.0
6712.0,2511.0
6711.0,2509.0
6713.0,2508.0
6712.0,2509.0
6712.0,2509.0
6717.0,2507.0
6717.0,2507.0
6717.0,2507.0
6718.0,2507.0
6719.0,2506.0
6719.0,2505.0
6718.0,2504.0
6719.0,2503.0
6720.0,2503.0
6720.0,2503.0
6718.0,2503.0
6707.0,2502.0
6711.0,2501.0
6711.0,2501.0
6707.0,2500.0
6711.0,2503.0
6712.0,2502.0
6712.0,2502.0
6713.0,2499.0
6711.0,2496.0
6713.0,2497.0
6713.0,2497.0
6518.0,2489.0
6485.0,2485.0
6495.0,2485.0
6495.0,2485.0
6490.0,2488.0
6480.0,2488.0
6480.0,2488.0
6475.0,2486.0
6488.0,2487.0
6489.0,2490.0
6489.0,2490.0
6494.0,2498.0
6492.0,2496.0
6494.0,2497.0
6482.0,2491.0
6482.0,2491.0
6480.0,2493.0
6919.0,2466.0
6921.0,2465.0
6915.0,2470.0
6915.0,2470.0
6912.0,2464.0
6913.0,2478.0
6918.0,2485.0
6918.0,2485.0
6908.0,2483.0
6901.0,2482.0
6901.0,2468.0
6891.0,2481.0
6891.0,2481.0
6899.0,2476.0
6904.0,2469.0
6903.0,2478.0
6912.0,2477.0
6912.0,2477.0
6908.0,2475.0
6909.0,2482.0
6909.0,2482.0
6905.0,2479.0
6897.0,2471.0
6908.0,2481.0
6902.0,2484.0
6902.0,2484.0
6898.0,2477.0
6904.0,2479.0
6899.0,2478.0
6899.0,2478.0
6896.0,2483.0
6904.0,2480.0
6906.0,2485.0
6913.0,2472.0
6913.0,2472.0
6906.0,2199.0
6910.0,2182.0
6921.0,2201.0
6921.0,2201.0
6918.0,2194.0
6916.0,2192.0
6919.0,2193.0
6919.0,2193.0
6914.0,2194.0
6920.0,2196.0
6923.0,2195.0
6923.0,2195.0
6920.0,2195.0
6917.0,2196.0
6916.0,2196.0
6916.0,2196.0
6916.0,2195.0
6915.0,2197.0
6915.0,2197.0
6913.0,2199.0
6906.0,2202.0
6903.0,2199.0
6902.0,2205.0
6902.0,2205.0
6907.0,2201.0
6909.0,2208.0
6909.0,2208.0
6904.0,2204.0
6870.0,2155.0
6878.0,2148.0
6878.0,2148.0
6870.0,2148.0
6865.0,2153.0
6873.0,2152.0
6873.0,2152.0
6868.0,2150.0
6873.0,2156.0
6865.0,2154.0
6878.0,2155.0
6878.0,2155.0
6864.0,2156.0
6862.0,2161.0
6862.0,2161.0
6856.0,2161.0
6864.0,2155.0
6864.0,2154.0
6864.0,2154.0
6869.0,2160.0
6870.0,2164.0
6874.0,2170.0
6874.0,2170.0
6865.0,2157.0
6870.0,2172.0
6864.0,2145.0
6864.0,2145.0
6702.0,1944.0
6702.0,1944.0
6677.0,1931.0
6671.0,1926.0
6666.0,1940.0
6675.0,1929.0
6675.0,1929.0
6670.0,1926.0
6677.0,1929.0
6679.0,1927.0
6679.0,1927.0
6685.0,1933.0
6682.0,1933.0
6686.0,1928.0
6686.0,1928.0
6675.0,1925.0
6683.0,1935.0
6668.0,1925.0
6668.0,1925.0
6362.0,1766.0
6375.0,1774.0
6359.0,1771.0
6363.0,1770.0
6367.0,1764.0
6367.0,1764.0
6358.0,1768.0
6363.0,1768.0
6363.0,1768.0
6357.0,1768.0
6351.0,1765.0
6367.0,1775.0
6359.0,1778.0
6359.0,1778.0
6361.0,1787.0
6363.0,1782.0
6363.0,1787.0
6363.0,1787.0
6363.0,1785.0
6364.0,1780.0
6359.0,1776.0
6359.0,1776.0
6356.0,1773.0
6365.0,1779.0
6402.0,1774.0
6427.0,1772.0
6415.0,1771.0
6415.0,1771.0
6418.0,1773.0
6415.0,1775.0
6413.0,1773.0
6413.0,1772.0
6412.0,1771.0
6412.0,1771.0
6411.0,1772.0
6409.0,1772.0
6408.0,1773.0
6410.0,1773.0
6410.0,1774.0
6410.0,1774.0
6409.0,1774.0
6407.0,1776.0
6405.0,1775.0
6405.0,1775.0
6404.0,1777.0
6405.0,1778.0
6406.0,1784.0
6406.0,1784.0
6408.0,1780.0
6409.0,1780.0
6409.0,1780.0
6409.0,1780.0
6410.0,1780.0
6415.0,1783.0
6425.0,1785.0
6425.0,1785.0
6433.0,1785.0
6434.0,1784.0
6437.0,1792.0
5798.0,1836.0
5812.0,1840.0
5812.0,1840.0
5798.0,1838.0
5815.0,1848.0
5812.0,1846.0
5812.0,1846.0
5811.0,1845.0
5810.0,1833.0
5796.0,1832.0
5796.0,1832.0
5800.0,1843.0
5805.0,1834.0
5797.0,1843.0
5797.0,1843.0
5784.0,1836.0
5286.0,1726.0
5284.0,1736.0
5283.0,1729.0
5283.0,1729.0
5278.0,1737.0
5299.0,1736.0
5299.0,1741.0
5299.0,1741.0
5292.0,1739.0
5292.0,1733.0
5281.0,1744.0
5281.0,1744.0
5263.0,1742.0
5204.0,1638.0
5198.0,1616.0
5198.0,1616.0
5195.0,1637.0
5194.0,1623.0
5187.0,1626.0
5187.0,1626.0
5192.0,1624.0
5199.0,1611.0
5200.0,1613.0
5195.0,1609.0
5199.0,1605.0
5199.0,1605.0
5196.0,1602.0
5198.0,1602.0
5194.0,1602.0
5189.0,1602.0
5189.0,1602.0
5190.0,1602.0
5184.0,1606.0
5181.0,1603.0
5183.0,1608.0
5185.0,1601.0
5186.0,1603.0
5186.0,1603.0
5189.0,1603.0
5185.0,1605.0
5187.0,1605.0
5186.0,1605.0
5186.0,1605.0
5185.0,1605.0
5184.0,1606.0
5182.0,1606.0
5182.0,1606.0
5182.0,1606.0
5183.0,1606.0
5175.0,1618.0
5108.0,2212.0
5110.0,2194.0
5110.0,2194.0
5111.0,2204.0
5111.0,2209.0
5117.0,2198.0
5120.0,2200.0
5121.0,2192.0
5121.0,2192.0
5127.0,2197.0
5124.0,2203.0
5134.0,2185.0
5130.0,2176.0
5123.0,2171.0
5110.0,2164.0
5108.0,2170.0
5105.0,2166.0
5105.0,2166.0
5119.0,2178.0
5114.0,2172.0
5112.0,2178.0
5112.0,2178.0
5101.0,2177.0
5124.0,2176.0
5114.0,2184.0
5111.0,2190.0
5111.0,2190.0
5118.0,2183.0
5125.0,2183.0
4230.0,2412.0
4212.0,2412.0
4206.0,2416.0
4206.0,2416.0
4228.0,2411.0
4226.0,2407.0
4226.0,2407.0
4232.0,2422.0
4240.0,2410.0
4235.0,2408.0
4235.0,2408.0
4226.0,2421.0
2473.0,2719.0
2455.0,2716.0
2454.0,2722.0
2466.0,2712.0
2469.0,2710.0
2465.0,2722.0
2480.0,2707.0
2480.0,2707.0
2465.0,2710.0
2451.0,2719.0
2468.0,2721.0
2457.0,2733.0
2457.0,2733.0
2457.0,2722.0
2468.0,2726.0
2056.0,2890.0
2056.0,2890.0
2039.0,2909.0
2048.0,2907.0
2037.0,2907.0
2036.0,2908.0
2039.0,2907.0
2039.0,2907.0
2060.0,2891.0
2045.0,2887.0
2031.0,2890.0
2031.0,2890.0
2139.0,3701.0
2144.0,3707.0
2144.0,3707.0
2138.0,3693.0
2125.0,3695.0
2122.0,3710.0
2122.0,3710.0
2125.0,3692.0
2143.0,3684.0
2143.0,3684.0
2131.0,3684.0
2130.0,3695.0
2119.0,3699.0
2114.0,3705.0
2114.0,3705.0
2091.0,3704.0
2102.0,3706.0
2114.0,3700.0
2114.0,3700.0
2115.0,3682.0
2106.0,3690.0
2087.0,3698.0
2087.0,3698.0
2092.0,3694.0
2102.0,3704.0
2109.0,3699.0
2109.0,3699.0
2116.0,3688.0
2103.0,3704.0
5058.0,3567.0
5070.0,3561.0
5070.0,3561.0
5067.0,3557.0
5056.0,3556.0
5084.0,3551.0
5079.0,3557.0
5079.0,3557.0
5094.0,3555.0
5069.0,3564.0
5057.0,3558.0
6993.0,2432.0
6987.0,2445.0
6986.0,2437.0
6986.0,2437.0
6979.0,2447.0
6987.0,2455.0
6977.0,2456.0
6977.0,2456.0
6978.0,2457.0
6982.0,2463.0
6982.0,2463.0
6975.0,2465.0
6985.0,2465.0
6983.0,2461.0
6983.0,2461.0
6984.0,2459.0
6988.0,2465.0
6988.0,2461.0
6991.0,2455.0
6991.0,2455.0
6995.0,2456.0
6992.0,2455.0
6995.0,2449.0
6995.0,2449.0
6990.0,2451.0
6997.0,2456.0
6988.0,2433.0
6988.0,2433.0
6977.0,2204.0
6975.0,2208.0
6975.0,2208.0
6976.0,2217.0
6980.0,2214.0
6976.0,2214.0
6976.0,2214.0
6976.0,2218.0
6988.0,2215.0
6982.0,2210.0
6974.0,2213.0
6970.0,2215.0
6968.0,2207.0
6960.0,2202.0
6960.0,2202.0
6962.0,2217.0
6966.0,2211.0
6966.0,2211.0
6965.0,2205.0
6955.0,2199.0
6978.0,2131.0
6981.0,2103.0
6968.0,2110.0
6968.0,2110.0
6972.0,2116.0
6971.0,2110.0
6973.0,2105.0
6972.0,2102.0
6972.0,2102.0
6974.0,2105.0
6973.0,2122.0
6973.0,2122.0
6971.0,2119.0
6972.0,2117.0
6975.0,2114.0
6970.0,2111.0
6970.0,2111.0
6974.0,2114.0
6971.0,2109.0
6965.0,2119.0
6965.0,2119.0
6968.0,2111.0
6975.0,2112.0
6974.0,2111.0
6974.0,2111.0
6974.0,2115.0
6968.0,2105.0
6974.0,2111.0
6974.0,2111.0
6974.0,2112.0
6974.0,2112.0
6973.0,2111.0
6970.0,2102.0
6973.0,2110.0
6973.0,2112.0
6973.0,2112.0
6968.0,2118.0
6973.0,2118.0
6973.0,2118.0
6975.0,2120.0
6970.0,2121.0
6971.0,2122.0
6971.0,2122.0
6973.0,2122.0
6973.0,2128.0
7001.0,2653.0
7001.0,2658.0
7008.0,2644.0
7008.0,2644.0
6992.0,2641.0
6994.0,2647.0
7004.0,2650.0
7004.0,2650.0
7007.0,2653.0
7000.0,2658.0
7000.0,2658.0
7008.0,2643.0
7002.0,2638.0
7008.0,2652.0
7011.0,2648.0
7011.0,2648.0
7010.0,2648.0
7014.0,2647.0
7010.0,2646.0
6145.0,2507.0
6141.0,2509.0
6141.0,2509.0
6141.0,2502.0
6146.0,2498.0
6156.0,2490.0
6148.0,2497.0
6148.0,2497.0
6166.0,2491.0
6133.0,2497.0
6132.0,2499.0
6087.0,2373.0
6087.0,2373.0
6082.0,2387.0
6080.0,2396.0
6090.0,2401.0
6090.0,2404.0
6090.0,2404.0
6092.0,2413.0
6093.0,2405.0
6087.0,2404.0
6087.0,2404.0
6105.0,2400.0
6105.0,2400.0
6103.0,2401.0
6104.0,2400.0
6100.0,2401.0
6100.0,2401.0
6097.0,2400.0
6093.0,2394.0
6088.0,2398.0
6088.0,2398.0
6086.0,2396.0
6085.0,2406.0
6080.0,2407.0
6076.0,2409.0
6075.0,2407.0
6075.0,2407.0
6076.0,2406.0
6078.0,2404.0
6086.0,2401.0
6086.0,2402.0
6085.0,2403.0
6085.0,2403.0
6092.0,2404.0
6091.0,2404.0
6094.0,2400.0
6094.0,2400.0
6098.0,2391.0
6097.0,2388.0
6110.0,2381.0
6108.0,2382.0
6104.0,2382.0
6104.0,2382.0
6102.0,2384.0
6108.0,2384.0
6110.0,2384.0
6104.0,2388.0
6104.0,2388.0
6102.0,2394.0
6100.0,2399.0
6098.0,2399.0
6098.0,2399.0
6117.0,2400.0
6120.0,2395.0
6112.0,2370.0
6124.0,2262.0
6124.0,2262.0
6113.0,2270.0
6126.0,2267.0
6121.0,2266.0
6121.0,2266.0
6112.0,2266.0
6122.0,2258.0
6121.0,2260.0
6128.0,2267.0
6128.0,2267.0
6124.0,2266.0
6120.0,2270.0
6112.0,2269.0
6112.0,2269.0
6114.0,2268.0
6119.0,2265.0
6114.0,2268.0
6111.0,2268.0
6110.0,2270.0
6110.0,2270.0
6110.0,2268.0
6115.0,2268.0
6107.0,2271.0
6107.0,2271.0
6116.0,2271.0
6120.0,2276.0
6117.0,2278.0
6126.0,2271.0
6124.0,2273.0
6122.0,2276.0
6122.0,2276.0
6122.0,2278.0
6123.0,2276.0
6122.0,2276.0
6121.0,2278.0
5665.0,2588.0
5662.0,2592.0
5665.0,2587.0
5665.0,2587.0
5661.0,2590.0
5664.0,2592.0
5664.0,2592.0
5669.0,2591.0
5665.0,2585.0
5670.0,2589.0
5670.0,2589.0
5662.0,2591.0
5656.0,2585.0
5656.0,2585.0
5654.0,2585.0
5651.0,2585.0
5650.0,2587.0
5650.0,2587.0
5653.0,2589.0
5651.0,2591.0
5649.0,2590.0
5649.0,2590.0
5648.0,2589.0
5646.0,2590.0
5646.0,2590.0
5642.0,2590.0
5650.0,2590.0
5677.0,2589.0
5671.0,2585.0
5671.0,2585.0
5673.0,2587.0
5681.0,2582.0
5681.0,2582.0
5669.0,2587.0
5675.0,2588.0
5674.0,2582.0
5678.0,2578.0
5678.0,2578.0
5679.0,2585.0
5677.0,2582.0
5035.0,2622.0
5008.0,2621.0
5008.0,2621.0
5018.0,2616.0
5007.0,2608.0
5003.0,2604.0
5003.0,2604.0
5019.0,2612.0
5026.0,2613.0
5024.0,2615.0
5012.0,2616.0
5008.0,2610.0
5008.0,2610.0
5011.0,2613.0
5022.0,2614.0
5012.0,2614.0
5006.0,2618.0
5006.0,2618.0
5010.0,2616.0
5003.0,2621.0
4963.0,2595.0
4963.0,2595.0
4961.0,2579.0
4970.0,2578.0
4957.0,2580.0
4965.0,2570.0
4965.0,2570.0
4961.0,2577.0
4965.0,2580.0
4963.0,2564.0
4959.0,2580.0
4959.0,2580.0
4970.0,2566.0
4963.0,2574.0
4961.0,2569.0
4964.0,2571.0
4964.0,2572.0
4968.0,2580.0
4968.0,2580.0
4970.0,2575.0
4982.0,2593.0
4317.0,2401.0
4286.0,2408.0
4286.0,2408.0
4300.0,2408.0
4298.0,2414.0
4292.0,2401.0
4293.0,2397.0
4311.0,2413.0
4311.0,2413.0
4304.0,2414.0
4314.0,2414.0
4316.0,2408.0
4316.0,2408.0
4316.0,2414.0
4325.0,2413.0
4313.0,2407.0
4316.0,2411.0
4316.0,2411.0
4310.0,2412.0
4317.0,2414.0
4309.0,2405.0
4309.0,2405.0
4305.0,2412.0
4317.0,2413.0
4318.0,2408.0
4318.0,2408.0
4309.0,2392.0
4312.0,2378.0
4323.0,2382.0
4324.0,2374.0
4319.0,2363.0
4319.0,2363.0
4316.0,2376.0
4315.0,2367.0
4313.0,2365.0
4314.0,2369.0
4314.0,2369.0
4315.0,2368.0
4315.0,2370.0
4313.0,2372.0
4313.0,2372.0
4312.0,2372.0
4319.0,2371.0
4316.0,2370.0
4314.0,2369.0
4314.0,2369.0
4318.0,2366.0
4318.0,2366.0
4320.0,2364.0
4324.0,2365.0
4320.0,2364.0
4320.0,2364.0
4325.0,2366.0
4321.0,2366.0
4321.0,2363.0
4326.0,2365.0
4331.0,2369.0
4328.0,2372.0
4328.0,2372.0
4323.0,2370.0
4330.0,2369.0
4334.0,2379.0
4334.0,2379.0
4323.0,2359.0
4309.0,2354.0
4304.0,2356.0
4311.0,2364.0
4311.0,2364.0
4303.0,2379.0
4310.0,2361.0
4305.0,2366.0
4306.0,2373.0
4306.0,2373.0
4323.0,2376.0
4314.0,2379.0
4304.0,2373.0
4304.0,2373.0
4301.0,2376.0
4314.0,2383.0
4330.0,2381.0
4296.0,2374.0
4322.0,2371.0
4306.0,2375.0
4306.0,2375.0
4315.0,2374.0
4310.0,2367.0
4310.0,2367.0
4309.0,2374.0
4304.0,2369.0
4309.0,2367.0
4312.0,2362.0
4306.0,2366.0
4301.0,2362.0
4301.0,2362.0
4321.0,2363.0
4323.0,2368.0
4311.0,2374.0
4311.0,2367.0
4311.0,2367.0
4308.0,2369.0
4312.0,2366.0
4276.0,1929.0
4276.0,1893.0
4272.0,1902.0
4268.0,1913.0
4263.0,1920.0
4263.0,1912.0
4263.0,1912.0
4268.0,1906.0
4264.0,1915.0
4266.0,1905.0
4266.0,1905.0
4264.0,1900.0
4262.0,1896.0
4200.0,1697.0
4188.0,1671.0
4202.0,1695.0
4202.0,1695.0
4197.0,1684.0
4200.0,1678.0
4198.0,1688.0
4198.0,1688.0
4190.0,1683.0
4190.0,1688.0
4184.0,1685.0
4186.0,1678.0
4191.0,1683.0
4191.0,1683.0
4194.0,1687.0
4199.0,1686.0
4199.0,1686.0
4196.0,1682.0
4191.0,1684.0
4186.0,1675.0
4186.0,1675.0
4185.0,1678.0
4190.0,1677.0
